pid,item,score
5a9c4b3d35237b000112a00e,structure,Agree
5aafd9eff69e940001d88bf4,structure,Disagree
5b2bcfb51835660001cc6751,structure,Neutral
5b2bd649ed66460001e86e39,structure,Strong agree
5b4a3ab1bc06c90001f902f4,structure,Agree
5bf53b3c87780800014ed5aa,structure,Neutral
5c197c9c020cbb00011201fe,structure,Disagree
5c37a0e7bef9a20001e3a497,structure,Agree
5c407a2c41b3f9000195e19f,structure,Strong agree
5c4602713d08e80001369876,structure,Agree
5c4a061161db8c00015e4fb0,structure,Strong agree
5c59e12429f64c0001cc6436,structure,Neutral
5c5b66cb3312f1000112f694,structure,Agree
5c5d36bc034e280001644c3b,structure,Agree
5c5ff87f8c0552000109d7de,structure,Disagree
5c72f9bf8711bf000139c5ee,structure,Disagree
5cad1eef8ed53d00180d2532,structure,Agree
5cb87813635b940017c2037a,structure,Strong agree
5cc99062d918560016acf6ac,structure,Agree
5ce15b0ea7b516001828c646,structure,Neutral
5cedaba627d8ce00018469bb,structure,Neutral
5d02a158c8a372001abf3b30,structure,Agree
5d038adefda4bb00013f8afb,structure,Neutral
5d0a5d36d41b4b00172c3cc9,structure,Agree
5d20c6d5b1e50a001c19e622,structure,Disagree
5d3bfbebfd9694001a2d0f99,structure,Agree
5d6d729b679b200019c12498,structure,Agree
5db7203e98ecdf000ae8d504,structure,Agree
5dcfaad2dd9a740c2493fc28,structure,Strong disagree
5e234e6d06121f5eceaba7f1,structure,Agree
5e4feb8037713502e9ed364b,structure,Agree
5e7d1c1e70dd753a081a29d9,structure,Agree
5e7e1679f8a96f4be83e51e4,structure,Neutral
5e9086ca917d9039e3c4cd25,structure,Strong agree
5ecd61476e04500905a6eed2,structure,Strong agree
5f04dc9fb117c31680c1a4f5,structure,Disagree
5f05ef4bd552bc0009e5566c,structure,Neutral
5f0c86cbe4af1361b7158f3e,structure,Agree
5f11eb333c6e2c0df5b92270,structure,Agree
5f1beeacb55680420cfcae9e,structure,Agree
5f2f280854c3203084e218e5,structure,Strong agree
5f35222b79aaa5065c8919bd,structure,Neutral
5f4fbebb8bb76c0c01881651,structure,Neutral
5f514593ea1e87365b9cb05f,structure,Agree
5f653cb18aad310a9ee7c32d,structure,Agree
5f70576bb22a006197aea6de,structure,Strong agree
5fb8dc3c8e8e964121c6aa4c,structure,Agree
5fd4d10b2f970406fe63ad96,structure,Agree
5fef2fa9efea401f0b55a7c2,structure,Disagree
6002ae1ea178912bfa128adf,structure,Agree
600c125c46cf802e41733705,structure,Agree
604a4755d62e5590404b5426,structure,Agree
604fa685e33606f9a0ee8189,structure,Strong agree
60537fdcda0ac05f1c59c57f,structure,Disagree
605731872f40ec675cdf1f0b,structure,Neutral
605a25c743f7ab91b0881ddf,structure,Disagree
609510855d0c8e5bd0bdaf98,structure,Agree
609eda349f5d29975fbc2145,structure,Agree
60ae777b1f2abe681e903d0d,structure,Agree
60d3867b6e7529fc77032b54,structure,Agree
60fae066c4ab91522a85f075,structure,Agree
6100105892a2248ae5d48498,structure,Agree
6107b81f125c20be9e368b49,structure,Agree
61166b2cec63d8ea49e36aac,structure,Strong agree
61333ed3b980f519ee86c45c,structure,Disagree
61572b39d8a0be3869ccd5ae,structure,Agree
616c83fb9916289f401fb837,structure,Agree
6234905bd877b34677aaa521,structure,Agree
62a76cb3209f192d4ac62bec,structure,Agree
62ac24c9af89f1f28aea1d11,structure,Strong agree
62c5ebe612c40c7e32390bf6,structure,Neutral
62e3f7b224ec70641fd86b7b,structure,Agree
62fbd2e4a303a0c6ff0874b1,structure,Disagree
63469da3cef76cc5b3523b97,structure,Agree
6346e117e4e283094ff51b84,structure,Neutral
638e2eed82fa613f2140ba13,structure,Agree
6394a8f1f510b07aeaf465e0,structure,Agree
6399d599c9d83e0ed0317ea2,structure,Agree
63e57ca5d6e126546cfc66bf,structure,Neutral
63f85b1c3124fd03faff2126,structure,Agree
640485331e13a7bfa4a43d46,structure,Agree
6441204e8a1c0c51415ce0f8,structure,Agree
6441795624090301ddeba81e,structure,Neutral
6447cf4c43802edcd6b846bc,structure,Strong agree
64784f5998230a548cb9cc60,structure,Agree
648028bc524faa07ef0547eb,structure,Agree
6501b7fd7c5faeb580b81204,structure,Strong agree
65030c046782881e902a5aaa,structure,Agree
650ae1b2157df341fd193714,structure,Strong agree
65456ebc819cdd5600552571,structure,Neutral
6559e8fcb4e07db3db4e2165,structure,Disagree
656f3c80f7ac5f41e230b9ee,structure,Agree
6570824312e21ad0a49858f4,structure,Strong disagree
657b2d22191dda04598ef38b,structure,Neutral
65ff48ba8866040c0d0649c5,structure,Disagree
66084cde8c8b94db6ce51ac9,structure,Disagree
660ed790b7c0b8649c41f432,structure,Agree
6630f6bfbdc7906ef7c0ee24,structure,Disagree
66338f4346e84e4f0469bc21,structure,Disagree
663a28078139647b4663d09f,structure,Agree
664b530d4cf8b88b68548a11,structure,Disagree
6658b161dc9f95822cbcf443,structure,Strong agree
6658b52898569e477b21cf41,structure,Agree
6658c369bc36ded0ffe472b8,structure,Neutral
6658c6e6298aedbc9b7ac19c,structure,Neutral
6658d13e8f1ee667f426421c,structure,Strong agree
6658d9826d4ec610f1b0cc33,structure,Agree
6659b0c46a1675f2d40e2586,structure,Strong agree
6659f89651bdadba584e647c,structure,Agree
665bae8786e39a9d3071ef7c,structure,Agree
665e0faa748512c88de27385,structure,Strong agree
665fa30eccda55b454554d95,structure,Strong agree
6671adcf4074ec7382ad560e,structure,Agree
6676e7538c7c4c68e18aa31a,structure,Strong agree
66774233add67a4a8e71398e,structure,Neutral
6679886309dd90c237d80e5d,structure,Strong agree
667ac4dcd237965bb30cb0d0,structure,Agree
6682935831ecbb91041102e5,structure,Agree
6683b0f95482b81b9714b57c,structure,Agree
66847cc7c67232fae11af5b3,structure,Agree
668c39cf43ce2932522f9d37,structure,Strong agree
668d371bd614f22c3433ea48,structure,Agree
668fa82eb6aad7177cb29ba0,structure,Agree
669038b13e852687aaf4a1cb,structure,Agree
66912ce354d84162615be8ba,structure,Neutral
66924f3f720e8dcc562ef6fd,structure,Agree
66958ca9d7179281d46faf5d,structure,Disagree
6697864e364c6864275e4a17,structure,Agree
669d7d04ec742963733a5b35,structure,Disagree
66a15c42533255e95d1d34a1,structure,Agree
66a63fbb0a4f33f35327ed8b,structure,Agree
66aa8dcfbc121dcef0433ecf,structure,Agree
66b0829f976a969235a5ca75,structure,Agree
66ba62aba868595bbef88f10,structure,Disagree
66c5e698d9527f93c31cab42,structure,Strong agree
66c746f450506abe4d80b5e1,structure,Strong agree
66cf306107ad4fcf4bef6f2f,structure,Agree
66d05ce2ebc84bef33af3a06,structure,Agree
66d9a01e46a5112c3146c2bd,structure,Agree
66df649422e557253882cee8,structure,Agree
66edea9d406f629b67ce30b8,structure,Disagree
66f1aeb024eaa71730ee0d8f,structure,Agree
66fd3f6c93c24ecc119be354,structure,Agree
670939463679b3968927066e,structure,Agree
6709725953883fa2a8fe6957,structure,Agree
670ffdb6896bad5ab5d6f894,structure,Strong agree
6713edf459846149d7bcc948,structure,Neutral
6715013670bed7e4e955f109,structure,Disagree
67150a8c59846149d7bd00f2,structure,Agree
671566748ec974a47ace455b,structure,Agree
6718f7d06399295fc47821c0,structure,Neutral
671a5b8dfc53e73310491a62,structure,Neutral
67202234fd2f16cdb9c34721,structure,Agree
67236d7fadd6365361bd7cc0,structure,Agree
6727964977929019f6ff8a5d,structure,Disagree
672b2e8321750551265ac390,structure,Strong agree
672b8d3c37b9296c39c3f677,structure,Agree
672c33aafed3be2f2a6ccfa0,structure,Strong agree
672d027eb57569b5077e0cc4,structure,Agree
672d2977ae54935ef84a2b74,structure,Disagree
672f38145bf80a772f4ac20a,structure,Strong agree
67320610635afc65498583cb,structure,Strong agree
6734acb87201d0735d63632c,structure,Neutral
6737d9fe76856492fd1603ef,structure,Agree
6738a38d5b42ebdad45239a4,structure,Strong agree
6738dae02c5a63be153fbe29,structure,Neutral
673b5c1281eb82f767f4d71c,structure,Neutral
673bab950ce7fb673ff7eecc,structure,Agree
673e1fe5947080d86c749aff,structure,Agree
6740fd7385a9299cf29bdf96,structure,Agree
6742f8bfd1cce3eadeee8c62,structure,Neutral
6744d50e3bd8711b57216cd2,structure,Strong agree
67465c29233ddf0c2040ced8,structure,Strong agree
6747536d88cb6d53b9bed191,structure,Strong agree
6751467d0ef4bb17c804e4c0,structure,Agree
675590f1eeef66188a85e1cd,structure,Neutral
67580f69a9a3cb759240904b,structure,Agree
67591767ad41717a9710c4b8,structure,Neutral
6759718f66f6d338a0663100,structure,Neutral
675af02593fabc7398d6447e,structure,Disagree
675e06422af6e9cb4bcbd459,structure,Agree
675e8e92f5b7ffad57a265b1,structure,Neutral
67605cad2b91076c10846479,structure,Agree
676060fef2955d6112c7e224,structure,Agree
67609dc51817400f95f9db14,structure,Agree
6760c6a23c7512b7ca3383d0,structure,Strong agree
676288b65215f42b28a98b3f,structure,Agree
67644c9e4a8508ec299135c5,structure,Agree
67657ea1ad7558bf427f3a22,structure,Neutral
67687d94d5edc29f07de0176,structure,Agree
676d0d8ea1b34584f966c1f6,structure,Agree
676d3ef7769d39d4537e67d4,structure,Agree
676ee670250de1d8b3e57b03,structure,Disagree
676fb072a0f80a990bd4cd32,structure,Agree
67717e578f7fc3b6ff3c6ae8,structure,Strong agree
677299ebbff623812504a11d,structure,Strong agree
6772b66d08f724d93d1aab73,structure,Agree
6772e1e5965ccca40d8cfba9,structure,Strong agree
6773e8418b4496160ace9137,structure,Agree
6775b6f1acaab15bb77f71af,structure,Agree
677692c13cfeae70079e3caa,structure,Agree
6777bc5eec85e7e2afa09d77,structure,Agree
6777f8aafc72369e96bb6da6,structure,Neutral
6779cadff8dc4ddeecc54ce2,structure,Neutral
677a5d8e2115bfbb2fa0c73c,structure,Strong agree
677be7f32b827fb2ae1eb7f0,structure,Disagree
677e74c8dd1dce11a8f96f88,structure,Agree
678019571a2ac0496e597be5,structure,Disagree
6783379eb9fef4654886ead1,structure,Agree
6788228f3fcc7c8b75b77522,structure,Agree
67a688221058a62a9fa76a82,structure,Strong disagree
566feba6b937e400052d33b2,safety,Disagree
56f699e876348f000c883bba,safety,Strong disagree
577a3dfd92c50c0001c9488f,safety,Disagree
57b4a771cda70d0001534835,safety,Neutral
57c357770e6a1f00015f6038,safety,Disagree
57dd3b0e91b7fc0001493db9,safety,Strong disagree
58d43fb77c08be0001c24830,safety,Disagree
595d3afcdd044900012ce78a,safety,Strong disagree
5962a5b29955ee00015bce98,safety,Neutral
598f22af33481c000164d359,safety,Strong disagree
599442e6bf8bcf0001ab6857,safety,Disagree
5997043dbbe84800017964a7,safety,Disagree
599ab130b5566b0001aa85bb,safety,Neutral
599acb2f6c165e000113fc70,safety,Neutral
59baa4f5178f1b00018289b2,safety,Disagree
59d1f0fffaf42e00012b6c20,safety,Agree
59d3b07947f4e80001a6c551,safety,Disagree
59dccd61e75b450001a689b7,safety,Strong disagree
59e7232f24d7bf00012f112e,safety,Disagree
59ef022eae9f950001d84a43,safety,Strong disagree
5a57e4f7acc75b00017a2dcd,safety,Disagree
5a75b131eea3d300016ddc70,safety,Strong disagree
5a9c41f2dbdb470001eeef9c,safety,Strong disagree
5a9c4b3d35237b000112a00e,safety,Strong disagree
5aafd9eff69e940001d88bf4,safety,Neutral
5b2bcfb51835660001cc6751,safety,Agree
5b2bd649ed66460001e86e39,safety,Disagree
5b4a3ab1bc06c90001f902f4,safety,Disagree
5bf53b3c87780800014ed5aa,safety,Disagree
5c197c9c020cbb00011201fe,safety,Strong disagree
5c37a0e7bef9a20001e3a497,safety,Disagree
5c407a2c41b3f9000195e19f,safety,Strong disagree
5c4602713d08e80001369876,safety,Neutral
5c4a061161db8c00015e4fb0,safety,Strong disagree
5c59e12429f64c0001cc6436,safety,Neutral
5c5b66cb3312f1000112f694,safety,Strong disagree
5c5d36bc034e280001644c3b,safety,Disagree
5c5ff87f8c0552000109d7de,safety,Disagree
5c72f9bf8711bf000139c5ee,safety,Neutral
5cad1eef8ed53d00180d2532,safety,Strong disagree
5cb87813635b940017c2037a,safety,Disagree
5cc99062d918560016acf6ac,safety,Strong disagree
5ce15b0ea7b516001828c646,safety,Disagree
5cedaba627d8ce00018469bb,safety,Agree
5d02a158c8a372001abf3b30,safety,Strong disagree
5d038adefda4bb00013f8afb,safety,Disagree
5d0a5d36d41b4b00172c3cc9,safety,Strong disagree
5d20c6d5b1e50a001c19e622,safety,Agree
5d3bfbebfd9694001a2d0f99,safety,Strong disagree
5d6d729b679b200019c12498,safety,Disagree
5db7203e98ecdf000ae8d504,safety,Disagree
5dcfaad2dd9a740c2493fc28,safety,Agree
5e234e6d06121f5eceaba7f1,safety,Disagree
5e4feb8037713502e9ed364b,safety,Strong disagree
5e7d1c1e70dd753a081a29d9,safety,Agree
5e7e1679f8a96f4be83e51e4,safety,Agree
5e9086ca917d9039e3c4cd25,safety,Strong disagree
5ecd61476e04500905a6eed2,safety,Strong disagree
5f04dc9fb117c31680c1a4f5,safety,Agree
5f05ef4bd552bc0009e5566c,safety,Strong disagree
5f0c86cbe4af1361b7158f3e,safety,Neutral
5f11eb333c6e2c0df5b92270,safety,Disagree
5f1beeacb55680420cfcae9e,safety,Disagree
5f2f280854c3203084e218e5,safety,Strong disagree
5f35222b79aaa5065c8919bd,safety,Strong disagree
5f4fbebb8bb76c0c01881651,safety,Agree
5f514593ea1e87365b9cb05f,safety,Disagree
5f653cb18aad310a9ee7c32d,safety,Strong disagree
5f70576bb22a006197aea6de,safety,Strong disagree
5fb8dc3c8e8e964121c6aa4c,safety,Disagree
5fd4d10b2f970406fe63ad96,safety,Strong disagree
5fef2fa9efea401f0b55a7c2,safety,Neutral
6002ae1ea178912bfa128adf,safety,Disagree
600c125c46cf802e41733705,safety,Disagree
604a4755d62e5590404b5426,safety,Agree
604fa685e33606f9a0ee8189,safety,Strong disagree
60537fdcda0ac05f1c59c57f,safety,Disagree
605731872f40ec675cdf1f0b,safety,Neutral
605a25c743f7ab91b0881ddf,safety,Disagree
609510855d0c8e5bd0bdaf98,safety,Disagree
609eda349f5d29975fbc2145,safety,Neutral
60ae777b1f2abe681e903d0d,safety,Disagree
60d3867b6e7529fc77032b54,safety,Strong disagree
60fae066c4ab91522a85f075,safety,Strong disagree
6100105892a2248ae5d48498,safety,Strong disagree
6107b81f125c20be9e368b49,safety,Disagree
61166b2cec63d8ea49e36aac,safety,Strong disagree
61333ed3b980f519ee86c45c,safety,Neutral
61572b39d8a0be3869ccd5ae,safety,Strong disagree
616c83fb9916289f401fb837,safety,Strong disagree
6234905bd877b34677aaa521,safety,Disagree
62a76cb3209f192d4ac62bec,safety,Disagree
62ac24c9af89f1f28aea1d11,safety,Strong disagree
62c5ebe612c40c7e32390bf6,safety,Disagree
62e3f7b224ec70641fd86b7b,safety,Strong disagree
62fbd2e4a303a0c6ff0874b1,safety,Neutral
63469da3cef76cc5b3523b97,safety,Neutral
6346e117e4e283094ff51b84,safety,Agree
638e2eed82fa613f2140ba13,safety,Strong disagree
6394a8f1f510b07aeaf465e0,safety,Strong disagree
6399d599c9d83e0ed0317ea2,safety,Disagree
63e57ca5d6e126546cfc66bf,safety,Agree
63f85b1c3124fd03faff2126,safety,Disagree
640485331e13a7bfa4a43d46,safety,Strong disagree
6441204e8a1c0c51415ce0f8,safety,Strong disagree
6441795624090301ddeba81e,safety,Disagree
6447cf4c43802edcd6b846bc,safety,Disagree
64784f5998230a548cb9cc60,safety,Strong disagree
648028bc524faa07ef0547eb,safety,Neutral
6501b7fd7c5faeb580b81204,safety,Strong disagree
65030c046782881e902a5aaa,safety,Strong disagree
650ae1b2157df341fd193714,safety,Strong disagree
65456ebc819cdd5600552571,safety,Neutral
6559e8fcb4e07db3db4e2165,safety,Disagree
656f3c80f7ac5f41e230b9ee,safety,Disagree
6570824312e21ad0a49858f4,safety,Agree
657b2d22191dda04598ef38b,safety,Disagree
65ff48ba8866040c0d0649c5,safety,Agree
66084cde8c8b94db6ce51ac9,safety,Agree
660ed790b7c0b8649c41f432,safety,Disagree
6630f6bfbdc7906ef7c0ee24,safety,Disagree
66338f4346e84e4f0469bc21,safety,Neutral
663a28078139647b4663d09f,safety,Strong disagree
664b530d4cf8b88b68548a11,safety,Agree
6658b161dc9f95822cbcf443,safety,Strong disagree
6658b52898569e477b21cf41,safety,Strong disagree
6658c369bc36ded0ffe472b8,safety,Neutral
6658c6e6298aedbc9b7ac19c,safety,Disagree
6658d13e8f1ee667f426421c,safety,Disagree
6658d9826d4ec610f1b0cc33,safety,Strong disagree
6659b0c46a1675f2d40e2586,safety,Strong disagree
6659f89651bdadba584e647c,safety,Strong disagree
665bae8786e39a9d3071ef7c,safety,Disagree
665e0faa748512c88de27385,safety,Strong disagree
665fa30eccda55b454554d95,safety,Strong disagree
6671adcf4074ec7382ad560e,safety,Disagree
6676e7538c7c4c68e18aa31a,safety,Strong disagree
66774233add67a4a8e71398e,safety,Neutral
6679886309dd90c237d80e5d,safety,Strong disagree
667ac4dcd237965bb30cb0d0,safety,Strong disagree
6682935831ecbb91041102e5,safety,Disagree
6683b0f95482b81b9714b57c,safety,Strong disagree
66847cc7c67232fae11af5b3,safety,Neutral
668c39cf43ce2932522f9d37,safety,Strong disagree
668d371bd614f22c3433ea48,safety,Strong disagree
668fa82eb6aad7177cb29ba0,safety,Strong disagree
669038b13e852687aaf4a1cb,safety,Disagree
66912ce354d84162615be8ba,safety,Strong disagree
66924f3f720e8dcc562ef6fd,safety,Strong disagree
66958ca9d7179281d46faf5d,safety,Disagree
6697864e364c6864275e4a17,safety,Strong disagree
669d7d04ec742963733a5b35,safety,Disagree
66a15c42533255e95d1d34a1,safety,Strong disagree
66a63fbb0a4f33f35327ed8b,safety,Strong disagree
66aa8dcfbc121dcef0433ecf,safety,Strong disagree
66b0829f976a969235a5ca75,safety,Disagree
66ba62aba868595bbef88f10,safety,Strong disagree
66c5e698d9527f93c31cab42,safety,Disagree
66c746f450506abe4d80b5e1,safety,Strong disagree
66cf306107ad4fcf4bef6f2f,safety,Strong disagree
66d05ce2ebc84bef33af3a06,safety,Strong disagree
66d9a01e46a5112c3146c2bd,safety,Agree
66df649422e557253882cee8,safety,Disagree
66edea9d406f629b67ce30b8,safety,Neutral
66f1aeb024eaa71730ee0d8f,safety,Disagree
66fd3f6c93c24ecc119be354,safety,Strong disagree
670939463679b3968927066e,safety,Neutral
6709725953883fa2a8fe6957,safety,Strong disagree
670ffdb6896bad5ab5d6f894,safety,Strong disagree
6713edf459846149d7bcc948,safety,Disagree
6715013670bed7e4e955f109,safety,Disagree
67150a8c59846149d7bd00f2,safety,Neutral
671566748ec974a47ace455b,safety,Strong disagree
6718f7d06399295fc47821c0,safety,Strong disagree
671a5b8dfc53e73310491a62,safety,Strong disagree
67202234fd2f16cdb9c34721,safety,Strong disagree
67236d7fadd6365361bd7cc0,safety,Disagree
6727964977929019f6ff8a5d,safety,Strong disagree
672b2e8321750551265ac390,safety,Strong disagree
672b8d3c37b9296c39c3f677,safety,Disagree
672c33aafed3be2f2a6ccfa0,safety,Strong disagree
672d027eb57569b5077e0cc4,safety,Strong disagree
672d2977ae54935ef84a2b74,safety,Strong disagree
672f38145bf80a772f4ac20a,safety,Strong disagree
67320610635afc65498583cb,safety,Strong disagree
6734acb87201d0735d63632c,safety,Agree
6737d9fe76856492fd1603ef,safety,Neutral
6738a38d5b42ebdad45239a4,safety,Neutral
6738dae02c5a63be153fbe29,safety,Neutral
673b5c1281eb82f767f4d71c,safety,Strong disagree
673bab950ce7fb673ff7eecc,safety,Disagree
673e1fe5947080d86c749aff,safety,Disagree
6740fd7385a9299cf29bdf96,safety,Disagree
6742f8bfd1cce3eadeee8c62,safety,Disagree
6744d50e3bd8711b57216cd2,safety,Strong disagree
67465c29233ddf0c2040ced8,safety,Strong disagree
6747536d88cb6d53b9bed191,safety,Strong disagree
6751467d0ef4bb17c804e4c0,safety,Strong disagree
675590f1eeef66188a85e1cd,safety,Strong disagree
67580f69a9a3cb759240904b,safety,Disagree
67591767ad41717a9710c4b8,safety,Neutral
6759718f66f6d338a0663100,safety,Agree
675af02593fabc7398d6447e,safety,Neutral
675e06422af6e9cb4bcbd459,safety,Disagree
675e8e92f5b7ffad57a265b1,safety,Disagree
67605cad2b91076c10846479,safety,Agree
676060fef2955d6112c7e224,safety,Neutral
67609dc51817400f95f9db14,safety,Strong disagree
6760c6a23c7512b7ca3383d0,safety,Disagree
676288b65215f42b28a98b3f,safety,Disagree
67644c9e4a8508ec299135c5,safety,Disagree
67657ea1ad7558bf427f3a22,safety,Neutral
67687d94d5edc29f07de0176,safety,Strong disagree
676d0d8ea1b34584f966c1f6,safety,Agree
676d3ef7769d39d4537e67d4,safety,Strong disagree
676ee670250de1d8b3e57b03,safety,Disagree
676fb072a0f80a990bd4cd32,safety,Neutral
67717e578f7fc3b6ff3c6ae8,safety,Disagree
677299ebbff623812504a11d,safety,Strong disagree
6772b66d08f724d93d1aab73,safety,Strong disagree
6772e1e5965ccca40d8cfba9,safety,Strong disagree
6773e8418b4496160ace9137,safety,Neutral
6775b6f1acaab15bb77f71af,safety,Disagree
677692c13cfeae70079e3caa,safety,Strong disagree
6777bc5eec85e7e2afa09d77,safety,Disagree
6777f8aafc72369e96bb6da6,safety,Disagree
6779cadff8dc4ddeecc54ce2,safety,Strong disagree
677a5d8e2115bfbb2fa0c73c,safety,Strong disagree
677be7f32b827fb2ae1eb7f0,safety,Strong disagree
677e74c8dd1dce11a8f96f88,safety,Disagree
678019571a2ac0496e597be5,safety,Disagree
6783379eb9fef4654886ead1,safety,Strong disagree
6788228f3fcc7c8b75b77522,safety,Disagree
67a688221058a62a9fa76a82,safety,Strong disagree
566feba6b937e400052d33b2,trust,Strong agree
56f699e876348f000c883bba,trust,Disagree
577a3dfd92c50c0001c9488f,trust,Neutral
57b4a771cda70d0001534835,trust,Disagree
57c357770e6a1f00015f6038,trust,Neutral
57dd3b0e91b7fc0001493db9,trust,Strong agree
58d43fb77c08be0001c24830,trust,Neutral
595d3afcdd044900012ce78a,trust,Disagree
5962a5b29955ee00015bce98,trust,Disagree
598f22af33481c000164d359,trust,Agree
599442e6bf8bcf0001ab6857,trust,Neutral
5997043dbbe84800017964a7,trust,Agree
599ab130b5566b0001aa85bb,trust,Disagree
599acb2f6c165e000113fc70,trust,Neutral
59baa4f5178f1b00018289b2,trust,Disagree
59d1f0fffaf42e00012b6c20,trust,Disagree
59d3b07947f4e80001a6c551,trust,Neutral
59dccd61e75b450001a689b7,trust,Disagree
59e7232f24d7bf00012f112e,trust,Neutral
59ef022eae9f950001d84a43,trust,Strong agree
5a57e4f7acc75b00017a2dcd,trust,Strong disagree
5a75b131eea3d300016ddc70,trust,Neutral
5a9c41f2dbdb470001eeef9c,trust,Agree
5a9c4b3d35237b000112a00e,trust,Agree
5aafd9eff69e940001d88bf4,trust,Disagree
5b2bcfb51835660001cc6751,trust,Disagree
5b2bd649ed66460001e86e39,trust,Agree
5b4a3ab1bc06c90001f902f4,trust,Neutral
5bf53b3c87780800014ed5aa,trust,Disagree
5c197c9c020cbb00011201fe,trust,Strong disagree
5c37a0e7bef9a20001e3a497,trust,Agree
5c407a2c41b3f9000195e19f,trust,Strong agree
5c4602713d08e80001369876,trust,Disagree
5c4a061161db8c00015e4fb0,trust,Strong agree
5c59e12429f64c0001cc6436,trust,Disagree
5c5b66cb3312f1000112f694,trust,Neutral
5c5d36bc034e280001644c3b,trust,Disagree
5c5ff87f8c0552000109d7de,trust,Disagree
5c72f9bf8711bf000139c5ee,trust,Disagree
5cad1eef8ed53d00180d2532,trust,Neutral
5cb87813635b940017c2037a,trust,Agree
5cc99062d918560016acf6ac,trust,Agree
5ce15b0ea7b516001828c646,trust,Disagree
5cedaba627d8ce00018469bb,trust,Disagree
5d02a158c8a372001abf3b30,trust,Neutral
5d038adefda4bb00013f8afb,trust,Disagree
5d0a5d36d41b4b00172c3cc9,trust,Agree
5d20c6d5b1e50a001c19e622,trust,Disagree
5d3bfbebfd9694001a2d0f99,trust,Disagree
5d6d729b679b200019c12498,trust,Neutral
5db7203e98ecdf000ae8d504,trust,Agree
5dcfaad2dd9a740c2493fc28,trust,Strong disagree
5e234e6d06121f5eceaba7f1,trust,Agree
5e4feb8037713502e9ed364b,trust,Disagree
5e7d1c1e70dd753a081a29d9,trust,Agree
5e7e1679f8a96f4be83e51e4,trust,Disagree
5e9086ca917d9039e3c4cd25,trust,Agree
5ecd61476e04500905a6eed2,trust,Agree
5f04dc9fb117c31680c1a4f5,trust,Neutral
5f05ef4bd552bc0009e5566c,trust,Neutral
5f0c86cbe4af1361b7158f3e,trust,Neutral
5f11eb333c6e2c0df5b92270,trust,Neutral
5f1beeacb55680420cfcae9e,trust,Disagree
5f2f280854c3203084e218e5,trust,Strong agree
5f35222b79aaa5065c8919bd,trust,Disagree
5f4fbebb8bb76c0c01881651,trust,Disagree
5f514593ea1e87365b9cb05f,trust,Agree
5f653cb18aad310a9ee7c32d,trust,Agree
5f70576bb22a006197aea6de,trust,Strong agree
5fb8dc3c8e8e964121c6aa4c,trust,Neutral
5fd4d10b2f970406fe63ad96,trust,Neutral
5fef2fa9efea401f0b55a7c2,trust,Strong disagree
6002ae1ea178912bfa128adf,trust,Agree
600c125c46cf802e41733705,trust,Neutral
604a4755d62e5590404b5426,trust,Neutral
604fa685e33606f9a0ee8189,trust,Strong agree
60537fdcda0ac05f1c59c57f,trust,Disagree
605731872f40ec675cdf1f0b,trust,Disagree
605a25c743f7ab91b0881ddf,trust,Disagree
609510855d0c8e5bd0bdaf98,trust,Neutral
609eda349f5d29975fbc2145,trust,Disagree
60ae777b1f2abe681e903d0d,trust,Agree
60d3867b6e7529fc77032b54,trust,Strong agree
60fae066c4ab91522a85f075,trust,Agree
6100105892a2248ae5d48498,trust,Agree
6107b81f125c20be9e368b49,trust,Agree
61166b2cec63d8ea49e36aac,trust,Agree
61333ed3b980f519ee86c45c,trust,Neutral
61572b39d8a0be3869ccd5ae,trust,Agree
616c83fb9916289f401fb837,trust,Agree
6234905bd877b34677aaa521,trust,Agree
62a76cb3209f192d4ac62bec,trust,Strong agree
62ac24c9af89f1f28aea1d11,trust,Agree
62c5ebe612c40c7e32390bf6,trust,Agree
62e3f7b224ec70641fd86b7b,trust,Agree
62fbd2e4a303a0c6ff0874b1,trust,Disagree
63469da3cef76cc5b3523b97,trust,Neutral
6346e117e4e283094ff51b84,trust,Disagree
638e2eed82fa613f2140ba13,trust,Agree
6394a8f1f510b07aeaf465e0,trust,Agree
6399d599c9d83e0ed0317ea2,trust,Disagree
63e57ca5d6e126546cfc66bf,trust,Disagree
63f85b1c3124fd03faff2126,trust,Agree
640485331e13a7bfa4a43d46,trust,Agree
6441204e8a1c0c51415ce0f8,trust,Agree
6441795624090301ddeba81e,trust,Disagree
6447cf4c43802edcd6b846bc,trust,Agree
64784f5998230a548cb9cc60,trust,Agree
648028bc524faa07ef0547eb,trust,Disagree
6501b7fd7c5faeb580b81204,trust,Agree
65030c046782881e902a5aaa,trust,Strong agree
650ae1b2157df341fd193714,trust,Strong agree
65456ebc819cdd5600552571,trust,Neutral
6559e8fcb4e07db3db4e2165,trust,Disagree
656f3c80f7ac5f41e230b9ee,trust,Agree
6570824312e21ad0a49858f4,trust,Strong disagree
657b2d22191dda04598ef38b,trust,Neutral
65ff48ba8866040c0d0649c5,trust,Disagree
66084cde8c8b94db6ce51ac9,trust,Strong disagree
660ed790b7c0b8649c41f432,trust,Agree
6630f6bfbdc7906ef7c0ee24,trust,Neutral
66338f4346e84e4f0469bc21,trust,Disagree
663a28078139647b4663d09f,trust,Agree
664b530d4cf8b88b68548a11,trust,Strong disagree
6658b161dc9f95822cbcf443,trust,Strong agree
